cellid,cellname,q1X,q1Y,q1Z,q2X,q2Y,q2Z,q3X,q3Y,q3Z,q4X,q4Y,q4Z,q5X,q5Y,q5Z,q6X,q6Y,q6Z,q7X,q7Y,q7Z,q8X,q8Y,q8Z,mptX,mptY,mptZ,UTMzone,q1Lat,q1Lon,q2Lat,q2Lon,q3Lat,q3Lon,q4Lat,q4Lon,q5Lat,q5Lon,q6Lat,q6Lon,q7Lat,q7Lon,q8Lat,q8Lon,mptLat,mptLon
2238,c.2238,100.0,4950.0,-70.0,125.0,4950.0,-70.0,100.0,4975.0,-70.0,125.0,4975.0,-70.0,100.0,4950.0,0.0,125.0,4950.0,0.0,100.0,4975.0,0.0,125.0,4975.0,0.0,112.5,4962.5,-35.0,54,44.592051001253246,135.96057153728066,44.6055011167553,136.2744331191869,44.816236047262834,135.94103364188516,44.82979114790063,136.2561005718363,44.592051001253246,135.96057153728066,44.6055011167553,136.2744331191869,44.816236047262834,135.94103364188516,44.82979114790063,136.2561005718363,44.71100456108935,136.10803471689442
2239,c.2239,100.0,4975.0,-70.0,125.0,4975.0,-70.0,100.0,5000.0,-70.0,125.0,5000.0,-70.0,100.0,4975.0,0.0,125.0,4975.0,0.0,100.0,5000.0,0.0,125.0,5000.0,0.0,112.5,4987.5,-35.0,54,44.816236047262834,135.94103364188516,44.82979114790063,136.2561005718363,45.04040546099443,135.92126607068408,45.05406635379366,136.237552382403,44.816236047262834,135.94103364188516,44.82979114790063,136.2561005718363,45.04040546099443,135.92126607068408,45.05406635379366,136.237552382403,44.93523533311614,136.08898816603312
2240,c.2240,100.0,5000.0,-70.0,125.0,5000.0,-70.0,100.0,5025.0,-70.0,125.0,5025.0,-70.0,100.0,5000.0,0.0,125.0,5000.0,0.0,100.0,5025.0,0.0,125.0,5025.0,0.0,112.5,5012.5,-35.0,54,45.04040546099443,135.92126607068408,45.05406635379366,136.237552382403,45.264559136586286,135.90126553240196,45.2783266412764,136.2187854573088,45.04040546099443,135.92126607068408,45.05406635379366,136.237552382403,45.264559136586286,135.90126553240196,45.2783266412764,136.2187854573088,45.15945083309864,136.0697173600138
2241,c.2241,100.0,5025.0,-70.0,125.0,5025.0,-70.0,100.0,5050.0,-70.0,125.0,5050.0,-70.0,100.0,5025.0,0.0,125.0,5025.0,0.0,100.0,5050.0,0.0,125.0,5050.0,0.0,112.5,5037.5,-35.0,54,45.264559136586286,135.90126553240196,45.2783266412764,136.2187854573088,45.488696966629625,135.88102866877114,45.50257191589221,136.19979663992783,45.264559136586286,135.90126553240196,45.2783266412764,136.2187854573088,45.488696966629625,135.88102866877114,45.50257191589221,136.19979663992783,45.38365096091873,136.05021907389963
2242,c.2242,100.0,5050.0,-70.0,125.0,5050.0,-70.0,100.0,5075.0,-70.0,125.0,5075.0,-70.0,100.0,5050.0,0.0,125.0,5050.0,0.0,100.0,5075.0,0.0,125.0,5075.0,0.0,112.5,5062.5,-35.0,54,45.488696966629625,135.88102866877114,45.50257191589221,136.19979663992783,45.712818842115375,135.86055205286175,45.72680208183874,136.1805827090124,45.488696966629625,135.88102866877114,45.50257191589221,136.19979663992783,45.712818842115375,135.86055205286175,45.72680208183874,136.1805827090124,45.60783561501249,136.0304900169228
2243,c.2243,100.0,5075.0,-70.0,125.0,5075.0,-70.0,100.0,5100.0,-70.0,125.0,5100.0,-70.0,100.0,5075.0,0.0,125.0,5075.0,0.0,100.0,5100.0,0.0,125.0,5100.0,0.0,112.5,5087.5,-35.0,54,45.712818842115375,135.86055205286175,45.72680208183874,136.1805827090124,45.93692465237948,135.83983218736097,45.95101704191965,136.16114037707118,45.712818842115375,135.86055205286175,45.72680208183874,136.1805827090124,45.93692465237948,135.83983218736097,45.95101704191965,136.16114037707118,45.832004692319266,136.0105268308379
2244,c.2244,125.0,3400.0,-70.0,150.0,3400.0,-70.0,125.0,3425.0,-70.0,150.0,3425.0,-70.0,125.0,3400.0,0.0,150.0,3400.0,0.0,125.0,3425.0,0.0,150.0,3425.0,0.0,137.5,3412.5,-35.0,54,30.673878557068544,137.0866315158833,30.681472904821096,137.34705998745883,30.898937496855567,137.0774933035456,30.906599640747316,137.33852647868346,30.673878557068544,137.0866315158833,30.681472904821096,137.34705998745883,30.898937496855567,137.0774933035456,30.906599640747316,137.33852647868346,30.790288747113408,137.21242782122704
2245,c.2245,125.0,3425.0,-70.0,150.0,3425.0,-70.0,125.0,3450.0,-70.0,150.0,3450.0,-70.0,125.0,3425.0,0.0,150.0,3425.0,0.0,125.0,3450.0,0.0,150.0,3450.0,0.0,137.5,3437.5,-35.0,54,30.898937496855567,137.0774933035456,30.906599640747316,137.33852647868346,31.123986133961264,137.06825178298917,31.131716384334617,137.32989647352017,30.898937496855567,137.0774933035456,30.906599640747316,137.33852647868346,31.123986133961264,137.06825178298917,31.131716384334617,137.32989647352017,31.015377099829617,137.20354200951581
2246,c.2246,125.0,3450.0,-70.0,150.0,3450.0,-70.0,125.0,3475.0,-70.0,150.0,3475.0,-70.0,125.0,3450.0,0.0,150.0,3450.0,0.0,125.0,3475.0,0.0,150.0,3475.0,0.0,137.5,3462.5,-35.0,54,31.123986133961264,137.06825178298917,31.131716384334617,137.32989647352017,31.34902440243114,137.05890594266648,31.356823073908682,137.32116902647073,31.123986133961264,137.06825178298917,31.131716384334617,137.32989647352017,31.34902440243114,137.05890594266648,31.356823073908682,137.32116902647073,31.240455275755256,137.19455580623975
2247,c.2247,125.0,3475.0,-70.0,150.0,3475.0,-70.0,125.0,3500.0,-70.0,150.0,3500.0,-70.0,125.0,3475.0,0.0,150.0,3475.0,0.0,125.0,3500.0,0.0,150.0,3500.0,0.0,137.5,3487.5,-35.0,54,31.34902440243114,137.05890594266648,31.356823073908682,137.32116902647073,31.574052236333667,137.0494547541308,31.581919647878415,137.31234317623176,31.34902440243114,137.05890594266648,31.356823073908682,137.32116902647073,31.574052236333667,137.0494547541308,31.581919647878415,137.31234317623176,31.465523211139317,137.1854682246999
2248,c.2248,125.0,3500.0,-70.0,150.0,3500.0,-70.0,125.0,3525.0,-70.0,150.0,3525.0,-70.0,125.0,3500.0,0.0,150.0,3500.0,0.0,125.0,3525.0,0.0,150.0,3525.0,0.0,137.5,3512.5,-35.0,54,31.574052236333667,137.0494547541308,31.581919647878415,137.31234317623176,31.799069569752557,137.03989717172465,31.807006044729604,137.3034179454029,31.574052236333667,137.0494547541308,31.581919647878415,137.31234317623176,31.799069569752557,137.03989717172465,31.807006044729604,137.3034179454029,31.690580842280905,137.17627826169422
2249,c.2249,125.0,3525.0,-70.0,150.0,3525.0,-70.0,125.0,3550.0,-70.0,150.0,3550.0,-70.0,125.0,3525.0,0.0,150.0,3525.0,0.0,125.0,3550.0,0.0,150.0,3550.0,0.0,137.5,3537.5,-35.0,54,31.799069569752557,137.03989717172465,31.807006044729604,137.3034179454029,32.02407633677912,137.03023213226092,32.03208220301832,137.2943923401884,31.799069569752557,137.03989717172465,31.807006044729604,137.3034179454029,32.02407633677912,137.03023213226092,32.03208220301832,137.2943923401884,31.915628105522124,137.16698489721256
2250,c.2250,125.0,3550.0,-70.0,150.0,3550.0,-70.0,125.0,3575.0,-70.0,150.0,3575.0,-70.0,125.0,3550.0,0.0,150.0,3550.0,0.0,125.0,3575.0,0.0,150.0,3575.0,0.0,137.5,3562.5,-35.0,54,32.02407633677912,137.03023213226092,32.03208220301832,137.2943923401884,32.24907247150411,137.0204585546965,32.257148061364106,137.2852653500915,32.02407633677912,137.03023213226092,32.03208220301832,137.2943923401884,32.24907247150411,137.0204585546965,32.257148061364106,137.2852653500915,32.140664937240864,137.15758709412427
2251,c.2251,125.0,3575.0,-70.0,150.0,3575.0,-70.0,125.0,3600.0,-70.0,150.0,3600.0,-70.0,125.0,3575.0,0.0,150.0,3575.0,0.0,125.0,3600.0,0.0,150.0,3600.0,0.0,137.5,3587.5,-35.0,54,32.24907247150411,137.0204585546965,32.257148061364106,137.2852653500915,32.47405790800944,137.01057533979795,32.482203558443025,137.2760359476016,32.24907247150411,137.0204585546965,32.257148061364106,137.2852653500915,32.47405790800944,137.01057533979795,32.482203558443025,137.2760359476016,32.36569127384323,137.14808379785833
2252,c.2252,125.0,3600.0,-70.0,150.0,3600.0,-70.0,125.0,3625.0,-70.0,150.0,3625.0,-70.0,125.0,3600.0,0.0,150.0,3600.0,0.0,125.0,3625.0,0.0,150.0,3625.0,0.0,137.5,3612.5,-35.0,54,32.47405790800944,137.01057533979795,32.482203558443025,137.2760359476016,32.69903258035966,137.00058136979973,32.70724863298027,137.26670308787396,32.47405790800944,137.01057533979795,32.482203558443025,137.2760359476016,32.69903258035966,137.00058136979973,32.70724863298027,137.26670308787396,32.59070705175574,137.1384739360762
2253,c.2253,125.0,3625.0,-70.0,150.0,3625.0,-70.0,125.0,3650.0,-70.0,150.0,3650.0,-70.0,125.0,3625.0,0.0,150.0,3625.0,0.0,125.0,3650.0,0.0,150.0,3650.0,0.0,137.5,3637.5,-35.0,54,32.69903258035966,137.00058136979973,32.70724863298027,137.26670308787396,32.92399642259302,136.99047550805372,32.932283223742786,137.2572657084019,32.69903258035966,137.00058136979973,32.70724863298027,137.26670308787396,32.92399642259302,136.99047550805372,32.932283223742786,137.2572657084019,32.8157122074173,137.12875641833654
2254,c.2254,125.0,3650.0,-70.0,150.0,3650.0,-70.0,125.0,3675.0,-70.0,150.0,3675.0,-70.0,125.0,3650.0,0.0,150.0,3650.0,0.0,125.0,3675.0,0.0,150.0,3675.0,0.0,137.5,3662.5,-35.0,54,32.92399642259302,136.99047550805372,32.932283223742786,137.2572657084019,33.148949368712415,136.98025659867048,33.15730726953144,137.24772272868074,32.92399642259302,136.99047550805372,32.932283223742786,137.2572657084019,33.148949368712415,136.98025659867048,33.15730726953144,137.24772272868074,33.04070667727089,137.11893013575218
2255,c.2255,125.0,3675.0,-70.0,150.0,3675.0,-70.0,125.0,3700.0,-70.0,150.0,3700.0,-70.0,125.0,3675.0,0.0,150.0,3675.0,0.0,125.0,3700.0,0.0,150.0,3700.0,0.0,137.5,3687.5,-35.0,54,33.148949368712415,136.98025659867048,33.15730726953144,137.24772272868074,33.37389135267594,136.96992346615235,33.382320709173,137.23807304986437,33.148949368712415,136.98025659867048,33.15730726953144,137.24772272868074,33.37389135267594,136.96992346615235,33.382320709173,137.23807304986437,33.26569039775509,137.1089939606386
2256,c.2256,125.0,3700.0,-70.0,150.0,3700.0,-70.0,125.0,3725.0,-70.0,150.0,3725.0,-70.0,125.0,3700.0,0.0,150.0,3700.0,0.0,125.0,3725.0,0.0,150.0,3725.0,0.0,137.5,3712.5,-35.0,54,33.37389135267594,136.96992346615235,33.382320709173,137.23807304986437,33.59882230838723,136.95947491501707,33.60732348151196,137.22831555441272,33.37389135267594,136.96992346615235,33.382320709173,137.23807304986437,33.59882230838723,136.95947491501707,33.60732348151196,137.22831555441272,33.49066330529511,137.09894674615433
2257,c.2257,125.0,3725.0,-70.0,150.0,3725.0,-70.0,125.0,3750.0,-70.0,150.0,3750.0,-70.0,125.0,3725.0,0.0,150.0,3725.0,0.0,125.0,3750.0,0.0,150.0,3750.0,0.0,137.5,3737.5,-35.0,54,33.59882230838723,136.95947491501707,33.60732348151196,137.22831555441272,33.823742169685374,136.94890972941275,33.83231552540192,137.21844910573134,33.59882230838723,136.95947491501707,33.60732348151196,137.22831555441272,33.823742169685374,136.94890972941275,33.83231552540192,137.21844910573134,33.715625336293776,137.08878732593215
2258,c.2258,125.0,3750.0,-70.0,150.0,3750.0,-70.0,125.0,3775.0,-70.0,150.0,3775.0,-70.0,125.0,3750.0,0.0,150.0,3750.0,0.0,125.0,3775.0,0.0,150.0,3775.0,0.0,137.5,3762.5,-35.0,54,33.823742169685374,136.94890972941275,33.83231552540192,137.21844910573134,34.04865087033474,136.93822667272326,34.057296779696784,137.208472547802,33.823742169685374,136.94890972941275,33.83231552540192,137.21844910573134,34.04865087033474,136.93822667272326,34.057296779696784,137.208472547802,33.94057642712214,137.07851451370186
2259,c.2259,125.0,3775.0,-70.0,150.0,3775.0,-70.0,125.0,3800.0,-70.0,150.0,3800.0,-70.0,125.0,3775.0,0.0,150.0,3775.0,0.0,125.0,3800.0,0.0,150.0,3800.0,0.0,137.5,3787.5,-35.0,54,34.04865087033474,136.93822667272326,34.057296779696784,137.208472547802,34.27354834401422,136.92742448716425,34.28226718324178,137.1983847048041,34.04865087033474,136.93822667272326,34.057296779696784,137.208472547802,34.27354834401422,136.92742448716425,34.28226718324178,137.1983847048041,34.1655165141097,137.0681271029037
2260,c.2260,125.0,3800.0,-70.0,150.0,3800.0,-70.0,125.0,3825.0,-70.0,150.0,3825.0,-70.0,125.0,3800.0,0.0,150.0,3800.0,0.0,125.0,3825.0,0.0,150.0,3825.0,0.0,137.5,3812.5,-35.0,54,34.27354834401422,136.92742448716425,34.28226718324178,137.1983847048041,34.4984345243064,136.91650189336903,34.50722667486396,137.18818438072728,34.27354834401422,136.92742448716425,34.28226718324178,137.1983847048041,34.4984345243064,136.91650189336903,34.50722667486396,137.18818438072728,34.390445533534475,137.05762386629215
2261,c.2261,125.0,3825.0,-70.0,150.0,3825.0,-70.0,125.0,3850.0,-70.0,150.0,3850.0,-70.0,125.0,3825.0,0.0,150.0,3825.0,0.0,125.0,3850.0,0.0,150.0,3850.0,0.0,137.5,3837.5,-35.0,54,34.4984345243064,136.91650189336903,34.50722667486396,137.18818438072728,34.72330934468614,136.90545758996453,34.732175193362636,137.17787035897393,34.4984345243064,136.91650189336903,34.50722667486396,137.18818438072728,34.72330934468614,136.90545758996453,34.732175193362636,137.17787035897393,34.615363421612734,137.04700355553024
2262,c.2262,125.0,3850.0,-70.0,150.0,3850.0,-70.0,125.0,3875.0,-70.0,150.0,3875.0,-70.0,125.0,3850.0,0.0,150.0,3850.0,0.0,125.0,3875.0,0.0,150.0,3875.0,0.0,137.5,3862.5,-35.0,54,34.72330934468614,136.90545758996453,34.732175193362636,137.17787035897393,34.94817273850918,136.89429025313677,34.95711267749934,137.16744140195263,34.72330934468614,136.90545758996453,34.732175193362636,137.17787035897393,34.94817273850918,136.89429025313677,34.95711267749934,137.16744140195263,34.84027011448829,137.03626490077397
2263,c.2263,125.0,3875.0,-70.0,150.0,3875.0,-70.0,125.0,3900.0,-70.0,150.0,3900.0,-70.0,125.0,3875.0,0.0,150.0,3875.0,0.0,125.0,3900.0,0.0,150.0,3900.0,0.0,137.5,3887.5,-35.0,54,34.94817273850918,136.89429025313677,34.95711267749934,137.16744140195263,35.173024638999934,136.88299853618545,35.18203906598761,137.15689625066085,34.94817273850918,136.89429025313677,34.95711267749934,137.16744140195263,35.173024638999934,136.88299853618545,35.18203906598761,137.15689625066085,35.06516554822166,137.02540661024625
2264,c.2264,125.0,3900.0,-70.0,150.0,3900.0,-70.0,125.0,3925.0,-70.0,150.0,3925.0,-70.0,125.0,3900.0,0.0,150.0,3900.0,0.0,125.0,3925.0,0.0,150.0,3925.0,0.0,137.5,3912.5,-35.0,54,35.173024638999934,136.88299853618545,35.18203906598761,137.15689625066085,35.397864979239344,136.8715810690678,35.40695429748239,137.14623362425775,35.173024638999934,136.88299853618545,35.18203906598761,137.15689625066085,35.397864979239344,136.8715810690678,35.40695429748239,137.14623362425775,35.29004965877872,137.01442736980053
2265,c.2265,125.0,3925.0,-70.0,150.0,3925.0,-70.0,125.0,3950.0,-70.0,150.0,3950.0,-70.0,125.0,3925.0,0.0,150.0,3925.0,0.0,125.0,3950.0,0.0,150.0,3950.0,0.0,137.5,3937.5,-35.0,54,35.397864979239344,136.8715810690678,35.40695429748239,137.14623362425775,35.622693692152126,136.8600364579308,35.63185831056912,137.13545221962625,35.397864979239344,136.8715810690678,35.40695429748239,137.14623362425775,35.622693692152126,136.8600364579308,35.63185831056912,137.13545221962625,35.51492238201913,137.00332584247332
2266,c.2266,125.0,3950.0,-70.0,150.0,3950.0,-70.0,125.0,3975.0,-70.0,150.0,3975.0,-70.0,125.0,3950.0,0.0,150.0,3950.0,0.0,125.0,3975.0,0.0,150.0,3975.0,0.0,137.5,3962.5,-35.0,54,35.622693692152126,136.8600364579308,35.63185831056912,137.13545221962625,35.84751071049372,136.84836328463197,35.856751043752446,137.12455071092396,35.622693692152126,136.8600364579308,35.63185831056912,137.13545221962625,35.84751071049372,136.84836328463197,35.856751043752446,137.12455071092396,35.73978365368439,136.9921006680259
2267,c.2267,125.0,3975.0,-70.0,150.0,3975.0,-70.0,125.0,4000.0,-70.0,150.0,4000.0,-70.0,125.0,3975.0,0.0,150.0,3975.0,0.0,125.0,4000.0,0.0,150.0,4000.0,0.0,137.5,3987.5,-35.0,54,35.84751071049372,136.84836328463197,35.856751043752446,137.12455071092396,36.072315966836804,136.83656010624804,36.08163243544467,137.11352774912328,35.84751071049372,136.84836328463197,35.856751043752446,137.12455071092396,36.072315966836804,136.83656010624804,36.08163243544467,137.11352774912328,35.96463340938545,136.98075046247433
2268,c.2268,125.0,4000.0,-70.0,150.0,4000.0,-70.0,125.0,4025.0,-70.0,150.0,4025.0,-70.0,125.0,4000.0,0.0,150.0,4000.0,0.0,125.0,4025.0,0.0,150.0,4025.0,0.0,137.5,4012.5,-35.0,54,36.072315966836804,136.83656010624804,36.08163243544467,137.11352774912328,36.29710939355753,136.8246254545711,36.30650242395386,137.10238196153938,36.072315966836804,136.83656010624804,36.08163243544467,137.11352774912328,36.29710939355753,136.8246254545711,36.30650242395386,137.10238196153938,36.189471584590095,136.9692738176077
2269,c.2269,125.0,4025.0,-70.0,150.0,4025.0,-70.0,125.0,4050.0,-70.0,150.0,4050.0,-70.0,125.0,4025.0,0.0,150.0,4025.0,0.0,125.0,4050.0,0.0,150.0,4050.0,0.0,137.5,4037.5,-35.0,54,36.29710939355753,136.8246254545711,36.30650242395386,137.10238196153938,36.52189092282119,136.8125578355926,36.53136094747141,137.09111195134676,36.29710939355753,136.8246254545711,36.30650242395386,137.10238196153938,36.52189092282119,136.8125578355926,36.53136094747141,137.09111195134676,36.41429811460984,136.9576693004943
2270,c.2270,125.0,4050.0,-70.0,150.0,4050.0,-70.0,125.0,4075.0,-70.0,150.0,4075.0,-70.0,125.0,4050.0,0.0,150.0,4050.0,0.0,125.0,4075.0,0.0,150.0,4075.0,0.0,137.5,4062.5,-35.0,54,36.52189092282119,136.8125578355926,36.53136094747141,137.09111195134676,36.746660486567606,136.80035572897344,36.75620794405956,137.0797162970832,36.52189092282119,136.8125578355926,36.53136094747141,137.09111195134676,36.746660486567606,136.80035572897344,36.75620794405956,137.0797162970832,36.63911293458649,136.9459354529753
2271,c.2271,125.0,4075.0,-70.0,150.0,4075.0,-70.0,125.0,4100.0,-70.0,150.0,4100.0,-70.0,125.0,4075.0,0.0,150.0,4075.0,0.0,125.0,4100.0,0.0,150.0,4100.0,0.0,137.5,4087.5,-35.0,54,36.746660486567606,136.80035572897344,36.75620794405956,137.0797162970832,36.971418016495946,136.78801758750143,36.98104335163813,137.0681935521413,36.746660486567606,136.80035572897344,36.75620794405956,137.0797162970832,36.971418016495946,136.78801758750143,36.98104335163813,137.0681935521413,36.86391597947828,136.93407079114544
2272,c.2272,125.0,4100.0,-70.0,150.0,4100.0,-70.0,125.0,4125.0,-70.0,150.0,4125.0,-70.0,125.0,4100.0,0.0,150.0,4100.0,0.0,125.0,4125.0,0.0,150.0,4125.0,0.0,137.5,4112.5,-35.0,54,36.971418016495946,136.78801758750143,36.98104335163813,137.0681935521413,37.19616344404931,136.77554183653436,37.20586710797128,137.05654224424694,36.971418016495946,136.78801758750143,36.98104335163813,137.0681935521413,37.19616344404931,136.77554183653436,37.20586710797128,137.05654224424694,37.08870718404554,136.92207380482077
2273,c.2273,125.0,4125.0,-70.0,150.0,4125.0,-70.0,125.0,4150.0,-70.0,150.0,4150.0,-70.0,125.0,4125.0,0.0,150.0,4125.0,0.0,125.0,4150.0,0.0,150.0,4150.0,0.0,137.5,4137.5,-35.0,54,37.19616344404931,136.77554183653436,37.20586710797128,137.05654224424694,37.42089670039859,136.7629268734289,37.43067915065355,137.04476087492432,37.19616344404931,136.77554183653436,37.20586710797128,137.05654224424694,37.42089670039859,136.7629268734289,37.43067915065355,137.04476087492432,37.31348648283617,136.9099429569924
2274,c.2274,125.0,4150.0,-70.0,150.0,4150.0,-70.0,125.0,4175.0,-70.0,150.0,4175.0,-70.0,125.0,4150.0,0.0,150.0,4150.0,0.0,125.0,4175.0,0.0,150.0,4175.0,0.0,137.5,4162.5,-35.0,54,37.42089670039859,136.7629268734289,37.43067915065355,137.04476087492432,37.64561771642611,136.75017106695512,37.655479417095634,137.0328479189473,37.42089670039859,136.7629268734289,37.43067915065355,137.04476087492432,37.64561771642611,136.75017106695512,37.655479417095634,137.0328479189473,37.53825381017036,136.89767668326655
2275,c.2275,125.0,4175.0,-70.0,150.0,4175.0,-70.0,125.0,4200.0,-70.0,150.0,4200.0,-70.0,125.0,4175.0,0.0,150.0,4175.0,0.0,125.0,4200.0,0.0,150.0,4200.0,0.0,137.5,4187.5,-35.0,54,37.64561771642611,136.75017106695512,37.655479417095634,137.0328479189473,37.870326422708615,136.73727275669535,37.8802678445097,137.0208018237766,37.64561771642611,136.75017106695512,37.655479417095634,137.0328479189473,37.870326422708615,136.73727275669535,37.8802678445097,137.0208018237766,37.7630091001251,136.88527339128996
2276,c.2276,125.0,4200.0,-70.0,150.0,4200.0,-70.0,125.0,4225.0,-70.0,150.0,4225.0,-70.0,125.0,4200.0,0.0,150.0,4200.0,0.0,125.0,4225.0,0.0,150.0,4225.0,0.0,137.5,4212.5,-35.0,54,37.870326422708615,136.73727275669535,37.8802678445097,137.0208018237766,38.095022749499904,136.72423025242807,38.10504436989432,137.0086210089822,37.870326422708615,136.73727275669535,37.8802678445097,137.0208018237766,38.095022749499904,136.72423025242807,38.10504436989432,137.0086210089822,37.987752286518145,136.87273146016042
2277,c.2277,125.0,4225.0,-70.0,150.0,4225.0,-70.0,125.0,4250.0,-70.0,150.0,4250.0,-70.0,125.0,4225.0,0.0,150.0,4225.0,0.0,125.0,4250.0,0.0,150.0,4250.0,0.0,137.5,4237.5,-35.0,54,38.095022749499904,136.72423025242807,38.10504436989432,137.0086210089822,38.31970662671284,136.71104183349516,38.32980893001882,136.99630386565093,38.095022749499904,136.72423025242807,38.10504436989432,137.0086210089822,38.31970662671284,136.71104183349516,38.32980893001882,136.99630386565093,38.21248330289153,136.86004923982236
2278,c.2278,125.0,4250.0,-70.0,150.0,4250.0,-70.0,125.0,4275.0,-70.0,150.0,4275.0,-70.0,125.0,4250.0,0.0,150.0,4250.0,0.0,125.0,4275.0,0.0,150.0,4275.0,0.0,137.5,4262.5,-35.0,54,38.31970662671284,136.71104183349516,38.32980893001882,136.99630386565093,38.54437798390091,136.69770574815317,38.55456146140735,136.98384875577833,38.31970662671284,136.71104183349516,38.32980893001882,136.99630386565093,38.54437798390091,136.69770574815317,38.55456146140735,136.98384875577833,38.43720208249458,136.84722505044584
2279,c.2279,125.0,4275.0,-70.0,150.0,4275.0,-70.0,125.0,4300.0,-70.0,150.0,4300.0,-70.0,125.0,4275.0,0.0,150.0,4275.0,0.0,125.0,4300.0,0.0,150.0,4300.0,0.0,137.5,4287.5,-35.0,54,38.54437798390091,136.69770574815317,38.55456146140735,136.98384875577833,38.76903675023915,136.68422021290712,38.779301900322345,136.9712540116448,38.54437798390091,136.69770574815317,38.55456146140735,136.98384875577833,38.76903675023915,136.68422021290712,38.779301900322345,136.9712540116448,38.66190855826642,136.8342571817903
2280,c.2280,125.0,4300.0,-70.0,150.0,4300.0,-70.0,125.0,4325.0,-70.0,150.0,4325.0,-70.0,125.0,4300.0,0.0,150.0,4300.0,0.0,125.0,4325.0,0.0,150.0,4325.0,0.0,137.5,4312.5,-35.0,54,38.76903675023915,136.68422021290712,38.779301900322345,136.9712540116448,38.99368285450475,136.67058341182704,39.004030182747584,136.95851793517497,38.76903675023915,136.68422021290712,38.779301900322345,136.9712540116448,38.99368285450475,136.67058341182704,39.004030182747584,136.95851793517497,38.88660266281807,136.82114389255077
2281,c.2281,125.0,4325.0,-70.0,150.0,4325.0,-70.0,125.0,4350.0,-70.0,150.0,4350.0,-70.0,125.0,4325.0,0.0,150.0,4325.0,0.0,125.0,4350.0,0.0,150.0,4350.0,0.0,137.5,4337.5,-35.0,54,38.99368285450475,136.67058341182704,39.004030182747584,136.95851793517497,39.218316225056746,136.65679349584633,39.22874624437061,136.94563879728048,38.99368285450475,136.67058341182704,39.004030182747584,136.95851793517497,39.218316225056746,136.65679349584633,39.22874624437061,136.94563879728048,39.11128432841383,136.80788340968712
2282,c.2282,125.0,4350.0,-70.0,150.0,4350.0,-70.0,125.0,4375.0,-70.0,150.0,4375.0,-70.0,125.0,4350.0,0.0,150.0,4350.0,0.0,125.0,4375.0,0.0,150.0,4375.0,0.0,137.5,4362.5,-35.0,54,39.218316225056746,136.65679349584633,39.22874624437061,136.94563879728048,39.4429367898155,136.64284858204147,39.45345002056489,136.93261483718487,39.218316225056746,136.65679349584633,39.22874624437061,136.94563879728048,39.4429367898155,136.64284858204147,39.45345002056489,136.93261483718487,39.33595348695229,136.79447392773565
2283,c.2283,125.0,4375.0,-70.0,150.0,4375.0,-70.0,125.0,4400.0,-70.0,150.0,4400.0,-70.0,125.0,4375.0,0.0,150.0,4375.0,0.0,125.0,4400.0,0.0,150.0,4400.0,0.0,137.5,4387.5,-35.0,54,39.4429367898155,136.64284858204147,39.45345002056489,136.93261483718487,39.66754447624124,136.62874675289254,39.67814144637114,136.91944426173083,39.4429367898155,136.64284858204147,39.45345002056489,136.93261483718487,39.66754447624124,136.62874675289254,39.67814144637114,136.91944426173083,39.56061006994673,136.78091360810203
2284,c.2284,125.0,4400.0,-70.0,150.0,4400.0,-70.0,125.0,4425.0,-70.0,150.0,4425.0,-70.0,125.0,4400.0,0.0,150.0,4400.0,0.0,125.0,4425.0,0.0,150.0,4425.0,0.0,137.5,4412.5,-35.0,54,39.66754447624124,136.62874675289254,39.67814144637114,136.91944426173083,39.89213921131225,136.61448605552394,39.902820456478345,136.90612524466846,39.66754447624124,136.62874675289254,39.67814144637114,136.91944426173083,39.89213921131225,136.61448605552394,39.902820456478345,136.90612524466846,39.78525400850491,136.76720057833558
2285,c.2285,125.0,4425.0,-70.0,150.0,4425.0,-70.0,125.0,4450.0,-70.0,150.0,4450.0,-70.0,125.0,4425.0,0.0,150.0,4425.0,0.0,125.0,4450.0,0.0,150.0,4450.0,0.0,137.5,4437.5,-35.0,54,39.89213921131225,136.61448605552394,39.902820456478345,136.90612524466846,40.11672092150225,136.6000645009247,40.12748698520412,136.89265592592494,39.89213921131225,136.61448605552394,39.902820456478345,136.90612524466846,40.11672092150225,136.6000645009247,40.12748698520412,136.89265592592494,40.00988523330828,136.75333293138394
2286,c.2286,125.0,4450.0,-70.0,150.0,4450.0,-70.0,125.0,4475.0,-70.0,150.0,4475.0,-70.0,125.0,4450.0,0.0,150.0,4450.0,0.0,125.0,4475.0,0.0,150.0,4475.0,0.0,137.5,4462.5,-35.0,54,40.11672092150225,136.6000645009247,40.12748698520412,136.89265592592494,40.341289532757195,136.58548006314768,40.352140966474465,136.87903441085376,40.11672092150225,136.6000645009247,40.12748698520412,136.89265592592494,40.341289532757195,136.58548006314768,40.352140966474465,136.87903441085376,40.23450367459067,136.7393087248278
